name,wins,losses,height,weight,reach,stance,age,SLpM,sig_str_acc,SApM,str_def,td_avg,td_acc,td_def,sub_avg,r_str_x,r_td_x,r_sub_att,event_name,winner,Method,gender
Jim Miller,37.0,17.0,172.72,70.31,180.34,Southpaw,40.0,2.96,0.42,3.18,0.58,1.58,0.44,0.48,1.7,96.0,2.0,1.0,"UFC Fight Night: Ankalaev vs. Walker 2, UFC Fight Night: Kara-France vs. Albazi, UFC Fight Night: Andrade vs. Blanchfield, UFC 276: Adesanya vs. Cannonier, UFC Fight Night: Walker vs. Hill, UFC Fight Night: Ladd vs. Dumont, UFC Fight Night: Vettori vs. Holland, UFC 252: Miocic vs. Cormier 3, UFC Fight Night: Blaydes vs. Volkov, UFC Fight Night: Anderson vs. Blachowicz, UFC Fight Night: Covington vs. Lawler, UFC Fight Night: Jacare vs. Hermansson, UFC Fight Night: Lee vs. Iaquinta, UFC 228: Woodley vs. Till, UFC Fight Night: Barboza vs. Lee, UFC 205: Alvarez vs McGregor, UFC 200: Tate vs Nunes, UFC Fight Night: Namajunas vs. VanZant, UFC on FOX: Dillashaw vs. Barao II, UFC on FOX: Machida vs Rockhold, UFC 172: Jones vs Teixeira, UFC 168: Weidman vs Silva 2, UFC 155: Dos Santos vs Velasquez II, UFC Live: Hardy vs Lytle, UFC 128: Shogun vs Jones, UFC 124: St-Pierre vs Koscheck 2, UFC Fight Night: Marquardt vs Palhares, UFC 111: St-Pierre vs Hardy, UFC 108: Evans vs Silva, UFC 103: Franklin vs Belfort, UFC 100, UFC Fight Night - Fight for the Troops, UFC 89: Bisping vs Leben","Red, Blue","KO/TKO Punch, SUB Guillotine Choke, SUB Rear Naked Choke, U-DEC, S-DEC, KO/TKO Punches, SUB Armbar, Overturned, KO/TKO Knee, SUB Kneebar, KO/TKO",Men
Jim Mullen,0.0,2.0,185.42,97.52,,Southpaw,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
Jim Wallhead,29.0,11.0,177.8,77.11,,Orthodox,40.0,3.19,0.26,6.65,0.49,0.0,0.0,1.0,0.0,,,,,,,
Jimi Manuwa,17.0,6.0,185.42,92.99,200.66,Orthodox,44.0,3.43,0.54,3.97,0.49,0.53,0.18,0.7,0.4,2.0,0.0,0.0,"UFC Fight Night: Gustafsson vs. Smith, UFC 231: Holloway vs. Ortega, UFC Fight Night: Werdum vs. Volkov, UFC 214: Cormier vs. Jones 2, UFC Fight Night: Manuwa vs. Anderson, UFC Fight Night: Gonzaga vs Cro Cop 2, UFC Fight Night: Machida vs Munoz, UFC on FUEL TV: Barao vs McDonald","Blue, Red","KO/TKO Punch, KO/TKO",Men
Jimmie Rivera,23.0,5.0,162.56,61.23,172.72,Orthodox,34.0,4.03,0.4,3.9,0.6,0.88,0.27,0.92,0.1,90.0,2.0,1.0,"UFC Fight Night: Kattar vs. Ige, UFC 238: Cejudo vs. Moraes, UFC Fight Night: Ngannou vs. Velasquez, UFC 228: Woodley vs. Till, UFC Fight Night: Rivera vs. Moraes, UFC Fight Night: Weidman vs. Gastelum","Red, Blue",U-DEC,Men
Jimmy Crute,12.0,4.0,187.96,92.99,187.96,Orthodox,28.0,3.68,0.54,3.04,0.44,4.84,0.57,0.6,2.0,32.0,1.0,0.0,"UFC 290: Volkanovski vs. Rodriguez, UFC Fight Night: Font vs. Aldo, UFC Fight Night: Ortega vs. The Korean Zombie, UFC Fight Night: Felder vs. Hooker, UFC 234: Adesanya vs. Silva, UFC Fight Night: Dos Santos vs. Tuivasa","Blue, Red","M-DEC, KO/TKO Punches",Men
Jimmy Flick,17.0,7.0,170.18,56.7,172.72,Orthodox,33.0,1.7,0.5,5.2,0.4,1.79,0.26,0.0,5.4,14.0,0.0,0.0,"UFC Fight Night: Vettori vs. Cannonier, UFC Fight Night: Thompson vs. Neal","Blue, Red",SUB Triangle Choke,Men
Jimmy Quinlan,3.0,1.0,182.88,83.91,,Orthodox,37.0,2.08,0.7,5.94,0.16,4.46,0.25,0.0,0.0,,,,,,,
Jimy Hettes,11.0,3.0,175.26,65.77,180.34,Southpaw,36.0,3.47,0.57,3.5,0.57,5.2,0.44,0.61,1.4,18.0,3.0,2.0,"UFC Fight Night: Machida vs Munoz, UFC 152: Jones vs Belfort, UFC Live: Hardy vs Lytle","Red, Blue","SUB Triangle Choke, U-DEC, SUB Rear Naked Choke",Men
Jin Soo Son,9.0,4.0,167.64,61.23,175.26,Orthodox,30.0,5.1,0.36,7.63,0.52,1.5,0.25,1.0,0.0,,,,,,,
Jinh Yu Frey,11.0,10.0,160.02,52.16,165.1,Southpaw,38.0,2.97,0.43,4.23,0.52,1.02,0.36,0.9,0.3,89.0,0.0,0.0,UFC Fight Night: Hall vs. Strickland,Red,U-DEC,Women
Jiri Prochazka,29.0,4.0,190.5,92.99,203.2,Orthodox,31.0,5.31,0.55,5.17,0.4,0.61,0.5,0.68,0.3,44.0,1.0,0.0,UFC 295: Prochazka vs. Pereira,Blue,"SUB Rear Naked Choke, KO/TKO Spinning Back Elbow, KO/TKO Punch",Men
Joachim Christensen,14.0,6.0,190.5,92.99,193.04,Orthodox,45.0,3.78,0.41,3.29,0.46,0.0,0.0,0.0,0.0,1.0,0.0,0.0,"UFC Fight Night: Chiesa vs. Lee, UFC 211: Miocic vs. Dos Santos",Blue,KO/TKO Punches,Men
Joanderson Brito,16.0,3.0,172.72,65.77,182.88,Orthodox,29.0,3.32,0.51,2.62,0.47,3.4,0.75,0.5,0.8,24.0,1.0,0.0,"UFC Fight Night: Strickland vs. Magomedov, UFC Fight Night: Grasso vs. Araujo",Red,SUB Guillotine Choke,Men
Joanna Jedrzejczyk,16.0,5.0,167.64,52.16,165.1,Orthodox,36.0,6.28,0.48,3.25,0.62,0.27,0.62,0.8,0.1,226.0,3.0,1.0,"UFC Fight Night: Joanna vs. Waterson, UFC Fight Night: Alvarez vs. Poirier 2, UFC 217: Bisping vs. St-Pierre, UFC 211: Miocic vs. Dos Santos, UFC 205: Alvarez vs McGregor, The Ultimate Fighter: Team Joanna vs. Team Cláudia Finale, UFC 193: Rousey vs Holm, UFC Fight Night: Jedrzejczyk vs Penne","Red, Blue","U-DEC, KO/TKO Punches, S-DEC",Women
Joanne Wood,17.0,8.0,167.64,56.7,165.1,Orthodox,38.0,7.1,0.51,4.89,0.51,1.52,0.55,0.58,0.3,173.0,1.0,0.0,"UFC 299: O'Malley vs. Vera 2, UFC 286: Edwards vs. Usman 3, UFC Fight Night: Blaydes vs. Daukaus, UFC Fight Night: Vieira vs. Tate, UFC Fight Night: Brunson vs. Shahbazyan, UFC 242: Khabib vs. Poirier, UFC Fight Night: Cejudo vs. Dillashaw, UFC Fight Night: Gaethje vs. Vick, UFC Fight Night: Nelson vs. Ponzinibbio, UFC Fight Night: Bisping vs Leites, UFC Fight Night: Gonzaga vs Cro Cop 2, The Ultimate Fighter: A Champion Will Be Crowned Finale","Red, Blue","S-DEC, U-DEC",Women
Joao Pierini,4.0,1.0,185.42,70.31,,Switch,52.0,0.76,0.14,4.56,0.33,0.0,0.0,0.0,0.0,,,,,,,
Joao Roque,7.0,2.0,167.64,70.31,,Orthodox,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
Joao Zeferino,21.0,9.0,180.34,77.11,,Orthodox,38.0,0.83,0.36,2.6,0.48,0.5,0.05,0.5,1.0,20.0,1.0,0.0,UFC Fight Night: Teixeira vs Bader,Blue,,Men
Joaquim Silva,13.0,5.0,172.72,70.31,175.26,Southpaw,35.0,3.61,0.41,4.51,0.54,0.45,0.6,0.64,0.7,51.0,0.0,0.0,"UFC Fight Night: Dern vs. Yan, UFC Fight Night: Jung vs. Ige, UFC Fight Night: Covington vs. Lawler, The Ultimate Fighter: Team Joanna vs. Team Cláudia Finale, UFC 191: Johnson vs Dodson 2","Red, Blue","U-DEC, KO/TKO Punch, S-DEC",Men
Joaquin Buckley,17.0,6.0,177.8,77.11,193.04,Southpaw,29.0,3.87,0.33,3.31,0.57,1.51,0.36,0.65,0.0,30.0,0.0,0.0,"UFC Fight Night: Kattar vs. Emmett, UFC Fight Night: Walker vs. Hill, UFC Fight Night: Smith vs. Spann, UFC Fight Night: Holloway vs. Kattar, UFC 255: Figueiredo vs. Perez","Red, Blue","U-DEC, KO/TKO Punches",Men
Joby Sanchez,11.0,4.0,167.64,61.23,172.72,Orthodox,32.0,3.22,0.36,2.82,0.63,0.95,0.71,0.51,0.4,55.0,0.0,0.0,The Ultimate Fighter: Team McGregor vs. Team Faber Finale,Blue,S-DEC,Men
Jocelyn Jones-Lybarger,6.0,4.0,170.18,52.16,162.56,Orthodox,38.0,2.96,0.31,4.83,0.56,0.34,0.25,0.81,0.0,33.0,0.0,0.0,UFC Fight Night: Rodriguez vs. Penn,Blue,,Women
Jodie Esquibel,6.0,6.0,154.94,52.16,162.56,Orthodox,37.0,4.1,0.31,7.37,0.52,0.75,0.21,0.83,0.0,,,,,,,
Joe Brammer,7.0,3.0,172.72,70.31,,Orthodox,40.0,2.15,0.31,2.8,0.56,0.81,0.5,0.5,0.0,,,,,,,
Joe Charles,6.0,13.0,185.42,117.93,,Southpaw,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,1.0,"UFC - Ultimate Ultimate '95, UFC 4: Revenge of the Warriors",Red,,Men
Joe Doerksen,51.0,16.0,182.88,83.91,190.5,Orthodox,46.0,1.43,0.42,2.79,0.5,2.02,0.33,0.33,2.3,135.0,0.0,2.0,"UFC 124: St-Pierre vs Koscheck 2, UFC 52: Couture vs Liddell 2","Blue, Red",SUB Rear Naked Choke,Men
Joe Duffy,16.0,5.0,177.8,70.31,185.42,Orthodox,36.0,2.68,0.34,3.78,0.54,0.96,0.66,0.64,0.7,14.0,1.0,0.0,"UFC Fight Night: Figueiredo vs. Benavidez 2, UFC Fight Night: Manuwa vs. Anderson, UFC Fight Night: Dos Anjos vs. Alvarez, UFC Fight Night: Bisping vs Leites","Blue, Red","U-DEC, KO/TKO Punch",Men
Joe Ellenberger,15.0,2.0,175.26,70.31,182.88,Orthodox,39.0,1.62,0.47,3.45,0.48,3.17,0.4,0.0,1.1,35.0,3.0,0.0,"UFC on FOX: Dos Santos vs Miocic, UFC Fight Night: Swanson vs Stephens","Blue, Red",S-DEC,Men
Joe Giannetti,6.0,1.0,182.88,70.31,187.96,Southpaw,28.0,1.93,0.38,2.8,0.4,1.0,0.16,0.0,0.0,,,,,,,
Joe Jordan,49.0,14.0,167.64,70.31,,Orthodox,45.0,1.85,0.25,4.27,0.59,0.0,0.0,0.66,0.0,,,,,,,
Joe Lauzon,28.0,16.0,177.8,70.31,180.34,Orthodox,39.0,2.84,0.39,5.39,0.54,2.39,0.45,0.54,2.0,28.0,1.0,0.0,"UFC Fight Night: Reyes vs. Weidman, UFC 223: Khabib vs. Iaquinta, UFC Fight Night: Poirier vs. Pettis, UFC Fight Night: Swanson vs. Lobov, UFC Fight Night: Rodriguez vs. Penn, UFC on FOX: Maia vs. Condit, The Ultimate Fighter: Team McGregor vs. Team Faber Finale, UFC on FOX: Dillashaw vs. Barao II, UFC 183: Silva vs Diaz, UFC Fight Night: Jacare vs Mousasi, UFC on FOX: Johnson vs. Benavidez 2, UFC Fight Night: Shogun vs Sonnen, UFC on FOX: Shogun vs Vera, UFC Live: Kongo vs Barry, UFC 118: Edgar vs Penn 2, UFC Fight Night: Lauzon vs Stephens, UFC Fight Night: Diaz vs Neer, UFC 78: Validation, The Ultimate Fighter: Team Pulver vs. Team Penn Finale, UFC 63: Hughes vs Penn","Red, Blue","KO/TKO Punches, SUB Rear Naked Choke, SUB Kimura, SUB Armbar, SUB Triangle Choke, KO/TKO Punch",Men
Joe Merritt,7.0,2.0,182.88,77.11,,Orthodox,40.0,1.53,0.58,0.73,0.66,0.0,0.0,0.68,0.0,,,,,,,
Joe Moreira,2.0,2.0,180.34,88.45,,Southpaw,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.0,3.0,0.0,UFC 14: Showdown,Red,SUB Other,Men
Joe Pardo,4.0,6.0,185.42,95.25,,Southpaw,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
Joe Proctor,11.0,5.0,177.8,70.31,182.88,Orthodox,38.0,3.39,0.36,3.93,0.59,0.0,0.0,0.7,1.8,9.0,0.0,0.0,"UFC 194: Aldo vs McGregor, UFC Fight Night: Boetsch vs Henderson, The Ultimate Fighter: A Champion Will Be Crowned Finale, The Ultimate Fighter: Live Finale","Blue, Red","SUB Guillotine Choke, KO/TKO Knee",Men
Joe Pyfer,12.0,3.0,187.96,83.91,190.5,Orthodox,27.0,3.66,0.4,3.58,0.51,1.49,0.41,0.5,0.9,26.0,3.0,2.0,"UFC Fight Night: Dawson vs. Green, UFC Fight Night: Sandhagen vs. Song",Red,"SUB Arm Triangle, KO/TKO Punches",Men
Joe Riggs,44.0,17.0,182.88,83.91,177.8,Southpaw,41.0,2.41,0.51,1.69,0.57,2.45,0.55,0.62,0.6,47.0,2.0,0.0,"UFC 191: Johnson vs Dodson 2, UFC on FOX: Dos Santos vs Miocic, UFC Fight Night 6, UFC 57: Liddell vs Couture 3, UFC 55: Fury, UFC 49: Unfinished Business","Red, Blue","DQ, SUB Triangle Choke, U-DEC, KO/TKO, KO/TKO Elbows",Men
Joe Slick,16.0,5.0,182.88,90.26,,Orthodox,46.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,UFC 23: Ultimate Japan 2,Red,KO/TKO,Men
Joe Solecki,13.0,4.0,175.26,70.31,177.8,Orthodox,30.0,2.21,0.56,1.53,0.52,2.65,0.5,0.5,1.5,49.0,2.0,3.0,"UFC Fight Night: Muniz vs. Allen, UFC Fight Night: Volkov vs. Rozenstruik, UFC Fight Night: Santos vs. Walker, UFC Fight Night: Overeem vs. Rozenstruik","Red, Blue",SUB Rear Naked Choke,Men
Joe Soto,18.0,7.0,167.64,61.23,165.1,Orthodox,37.0,3.36,0.41,5.37,0.67,0.85,0.21,0.7,1.9,0.0,0.0,0.0,"The Ultimate Fighter: A New World Champion Finale, UFC 195: Lawler vs Condit, UFC Fight Night: Boetsch vs Henderson",Blue,U-DEC,Men
Joe Stevenson,33.0,16.0,170.18,65.77,177.8,Orthodox,41.0,2.05,0.44,2.44,0.6,2.75,0.44,0.39,2.2,29.0,0.0,1.0,"UFC Live: Kongo vs Barry, UFC Live: Sanchez vs Kampmann, UFC 124: St-Pierre vs Koscheck 2, UFC 104: Machida vs Shogun, The Ultimate Fighter: United States vs. United Kingdom Finale, UFC 86: Jackson vs Griffin, UFC 74: Respect, UFC Fight Night: Stevenson vs Guillard, UFC 65: Bad Intentions, UFC 61: Bitter Rivals, The Ultimate Fighter: Team Hughes vs. Team Franklin Finale","Blue, Red","KO/TKO Elbows, U-DEC, SUB Guillotine Choke, KO/TKO",Men
Joe Vedepo,18.0,9.0,182.88,83.91,,Orthodox,,1.43,0.42,5.71,0.38,1.07,0.2,0.0,0.0,,,,,,,
Joe Veres,4.0,3.0,170.18,70.31,,Orthodox,46.0,0.0,0.0,5.55,0.27,0.0,0.0,0.0,0.0,,,,,,,
Joel Alvarez,20.0,3.0,190.5,70.31,195.58,Orthodox,31.0,3.65,0.46,3.37,0.5,0.0,0.0,0.11,1.3,10.0,0.0,2.0,"UFC 254: Khabib vs. Gaethje, UFC Fight Night: Gustafsson vs. Smith",Red,"SUB D'Arce Choke, SUB Armbar",Men
Joey Beltran,17.0,14.0,185.42,83.91,190.5,Orthodox,42.0,4.92,0.36,5.27,0.54,0.48,0.18,0.75,0.0,36.0,0.0,0.0,"UFC on FOX: Evans vs Davis, UFC 136: Edgar vs Maynard 3, UFC 131: Dos Santos vs Carwin, UFC 113: Machida vs Shogun 2, UFC 109: Relentless","Blue, Red","KO/TKO Punches, U-DEC",Men
Joey Gambino,9.0,2.0,170.18,65.77,,Orthodox,35.0,2.47,0.35,2.53,0.51,0.0,0.0,0.42,0.8,,,,,,,
Joey Gilbert,2.0,3.0,180.34,70.31,,Orthodox,47.0,0.61,0.42,4.44,0.31,0.0,0.0,0.0,0.0,,,,,,,
Joey Gomez,6.0,2.0,177.8,61.23,185.42,Orthodox,37.0,2.44,0.28,4.46,0.55,0.62,1.0,0.5,0.0,,,,,,,
Joey Roberts,4.0,3.0,187.96,90.72,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
John Albert,6.0,5.0,172.72,61.23,172.72,Orthodox,37.0,3.05,0.49,2.82,0.35,0.0,0.0,0.5,6.1,9.0,0.0,3.0,"UFC on FOX: Johnson vs Moraga, The Ultimate Fighter: Live Finale",Blue,KO/TKO Punches,Men
John Alessio,35.0,17.0,177.8,70.31,182.88,Orthodox,44.0,2.1,0.39,2.91,0.54,1.85,0.38,0.7,1.2,63.0,0.0,0.0,UFC 148: Silva vs Sonnen 2,Blue,,Men
John Allan,13.0,7.0,185.42,92.99,190.5,Orthodox,31.0,3.56,0.42,5.74,0.52,1.4,0.71,0.5,0.8,,,,,,,
John Castaneda,21.0,6.0,167.64,61.23,180.34,Switch,32.0,4.79,0.5,4.99,0.56,1.92,0.37,0.71,0.2,119.0,3.0,0.0,"UFC 295: Prochazka vs. Pereira, UFC Fight Night: Kara-France vs. Albazi, UFC Fight Night: Dern vs. Yan","Red, Blue",U-DEC,Men
John Cholish,8.0,3.0,180.34,70.31,187.96,Orthodox,40.0,2.65,0.49,2.29,0.73,1.82,0.31,0.78,0.4,,,,,,KO/TKO Punches,
John Cofer,8.0,4.0,175.26,70.31,,Southpaw,39.0,2.73,0.41,3.43,0.62,1.22,0.5,0.64,0.0,,,,,,,
John Dodson,22.0,12.0,160.02,61.23,167.64,Orthodox,39.0,3.2,0.4,3.58,0.61,0.71,0.28,0.82,0.0,31.0,0.0,0.0,"UFC 252: Miocic vs. Cormier 3, UFC Fight Night: Anderson vs. Blachowicz, UFC Fight Night: Blachowicz vs. Santos, UFC 222: Cyborg vs. Kunitskaya, UFC Fight Night: Poirier vs. Pettis, UFC Fight Night: Swanson vs. Lobov, UFC on FOX: Teixeira vs Evans, UFC 187: Johnson vs Cormier, UFC Fight Night: Henderson vs Khabilov, UFC 166: Velasquez vs Dos Santos 3, UFC on FX: Browne vs Bigfoot, UFC on FOX: Diaz vs Miller","Blue, Red","KO/TKO Punch, S-DEC, KO/TKO Punches, U-DEC",Men
John Gunderson,35.0,16.0,175.26,70.31,175.26,Orthodox,45.0,1.04,0.27,1.71,0.58,1.67,0.33,0.11,2.0,83.0,4.0,0.0,The Ultimate Fighter: Team Liddell vs Team Ortiz Finale,Red,U-DEC,Men
John Gunther,5.0,1.0,175.26,70.31,182.88,Orthodox,38.0,1.65,0.37,3.72,0.46,7.08,0.42,0.0,0.0,94.0,8.0,0.0,The Ultimate Fighter: Undefeated Finale,Red,M-DEC,Men
John Halverson,16.0,8.0,175.26,70.31,,Southpaw,51.0,2.94,0.43,5.29,0.47,0.0,0.0,0.66,2.0,,,,,,,
John Hathaway,17.0,2.0,185.42,77.11,190.5,Orthodox,36.0,3.4,0.4,1.8,0.62,2.61,0.43,0.6,0.9,126.0,1.0,0.0,"UFC on FUEL TV: Struve vs Miocic, UFC on FOX: Diaz vs Miller, UFC Fight Night: Nogueira vs Davis, UFC 120: Bisping vs Akiyama, UFC 105: Couture vs Vera, UFC 99: The Comeback, UFC 93: Franklin vs Henderson","Red, Blue","U-DEC, S-DEC, KO/TKO Elbows",Men
John Howard,24.0,13.0,170.18,77.11,182.88,Orthodox,41.0,2.15,0.5,3.08,0.51,2.7,0.49,0.53,0.4,10.0,0.0,0.0,"UFC Fight Night: McGregor vs Siver, UFC 178: Johnson vs Cariaso, UFC Fight Night: Minotauro vs Nelson, UFC 168: Weidman vs Silva 2, UFC Live: Jones vs Matyushenko, UFC Live: Vera vs Jones, The Ultimate Fighter: Heavyweights Finale, UFC 101: Declaration, UFC 94: St-Pierre vs Penn 2","Blue, Red","S-DEC, U-DEC, KO/TKO Punch, KO/TKO Punches",Men
John Kolosci,15.0,9.0,180.34,83.91,,Orthodox,49.0,0.21,0.2,0.85,0.5,0.0,0.0,0.0,0.0,,,,,,,
John Lewis,3.0,4.0,182.88,70.31,,Southpaw,,0.0,0.0,4.0,0.66,0.0,0.0,0.0,0.0,34.0,1.0,0.0,UFC 22: Only One Can be Champion,Red,KO/TKO,Men
John Lineker,31.0,9.0,160.02,61.23,170.18,Orthodox,33.0,5.36,0.4,4.27,0.56,0.56,0.58,0.67,0.6,106.0,1.0,1.0,"UFC Fight Night: Jacare vs. Hermansson, UFC 224: Nunes vs. Pennington, UFC Fight Night: Brunson vs. Machida, UFC Fight Night: Lineker vs. Dodson, UFC 198: Werdum vs Miocic, UFC Fight Night: Cowboy vs Miller, UFC 169: Barao vs Faber 2, UFC 163: Aldo vs Jung, UFC on FX: Belfort vs. Rockhold","Blue, Red","KO/TKO Punch, U-DEC, SUB Guillotine Choke, KO/TKO Punches",Men
John Lober,5.0,9.0,180.34,90.26,,Orthodox,56.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
John Maguire,24.0,9.0,175.26,70.31,175.26,Southpaw,40.0,1.41,0.41,2.44,0.65,2.8,0.46,0.77,1.1,70.0,6.0,2.0,UFC 138: Leben vs Munoz,Red,"SUB Armbar, U-DEC",Men
John Makdessi,18.0,9.0,172.72,70.31,172.72,Orthodox,38.0,5.52,0.49,4.15,0.68,0.0,0.0,0.86,0.0,73.0,0.0,0.0,"UFC Fight Night: Gane vs. Tuivasa, UFC Fight Night: Vettori vs. Holland, UFC Fight Night: Thompson vs. Pettis, UFC Fight Night: Alvarez vs. Poirier 2, UFC Fight Night: Lawler vs. Dos Anjos, UFC 206: Holloway vs. Pettis, UFC Fight Night: Dos Anjos vs. Alvarez, UFC 194: Aldo vs McGregor, UFC 186: Johnson vs Horiguchi, UFC 169: Barao vs Faber 2, UFC 165: Jones vs Gustafsson, UFC 158: St-Pierre vs Diaz, UFC 145: Jones vs Evans, UFC 140: Jones vs Machida, UFC 129: St-Pierre vs Shields","Blue, Red","S-DEC, KO/TKO Punch, U-DEC, KO/TKO Spinning Back Fist",Men
John Marsh,8.0,7.0,182.88,120.2,,Orthodox,53.0,0.83,0.42,2.23,0.4,0.43,1.0,0.54,0.4,,,,,,,
John Moraga,19.0,7.0,167.64,56.7,167.64,Orthodox,40.0,2.57,0.43,2.55,0.56,0.62,0.23,0.44,1.1,19.0,0.0,1.0,"UFC Fight Night: Gaethje vs. Vick, UFC 216: Ferguson vs. Lee, UFC Fight Night: Lewis vs. Hunt, UFC Fight Night: Rodriguez vs. Penn, The Ultimate Fighter: Team Joanna vs. Team Cláudia Finale, UFC on FOX: Dos Santos vs Miocic, UFC Fight Night: Jacare vs Mousasi, UFC Fight Night: Rockhold vs Philippou, UFC on FOX: Shogun vs Vera","Blue, Red","U-DEC, KO/TKO Punch, SUB Rear Naked Choke, SUB Guillotine Choke",Men
John Phillips,22.0,11.0,180.34,83.91,190.5,Southpaw,38.0,1.72,0.34,4.03,0.49,0.0,0.0,0.07,0.0,2.0,0.0,0.0,"UFC Fight Night: Kattar vs. Ige, UFC Fight Night: Werdum vs. Volkov",Blue,KO/TKO Punch,Men
John Polakowski,2.0,2.0,177.8,70.31,,Orthodox,42.0,2.6,0.26,2.83,0.5,0.0,0.0,0.87,0.7,,,,,,,
John Salter,14.0,3.0,185.42,83.91,187.96,Southpaw,39.0,1.68,0.32,1.68,0.68,2.85,0.46,0.66,0.5,,,,,,KO/TKO,
John Teixeira,21.0,2.0,170.18,65.77,,Orthodox,37.0,3.36,0.35,3.2,0.63,1.0,0.27,0.71,0.7,59.0,1.0,0.0,UFC 147: Silva vs Franklin 2,Blue,,Men
Johnny Bedford,21.0,13.0,177.8,61.23,180.34,Orthodox,41.0,4.53,0.5,1.75,0.63,1.83,0.62,0.62,0.0,7.0,0.0,0.0,"UFC Fight Night: Swanson vs Stephens, The Ultimate Fighter: Team Carwin vs. Team Nelson Finale","Blue, Red",KO/TKO Punch,Men
Johnny Case,22.0,6.0,177.8,70.31,182.88,Orthodox,34.0,3.95,0.38,2.66,0.61,1.7,0.45,0.72,0.2,79.0,4.0,0.0,UFC Fight Night: McGregor vs Siver,Red,U-DEC,Men
Johnny Eduardo,28.0,13.0,170.18,61.23,180.34,Orthodox,45.0,2.95,0.39,3.22,0.63,0.22,0.2,0.58,0.4,37.0,0.0,0.0,"UFC Fight Night: Rivera vs. Moraes, UFC 212: Aldo vs. Holloway, UFC Fight Night: Bader vs. Nogueira","Blue, Red","KO/TKO Punch, U-DEC",Men
Johnny Munoz,12.0,4.0,175.26,61.23,180.34,Orthodox,31.0,2.44,0.36,2.66,0.55,2.4,0.25,0.45,1.8,2.0,0.0,0.0,"UFC Fight Night: Volkov vs. Rozenstruik, UFC 265: Lewis vs. Gane, UFC Fight Night: Brunson vs. Shahbazyan","Blue, Red","U-DEC, SUB Rear Naked Choke",Men
Johnny Rees,13.0,5.0,182.88,77.11,,Orthodox,41.0,3.29,0.64,0.84,0.47,1.15,0.25,0.5,0.0,,,,,,,
Johnny Walker,21.0,8.0,198.12,92.99,208.28,Orthodox,31.0,3.81,0.53,2.83,0.44,0.46,1.0,0.57,0.9,17.0,1.0,3.0,"UFC 279: Diaz vs. Ferguson, UFC Fight Night: Walker vs. Hill, UFC Fight Night: Covington vs. Woodley, UFC Fight Night: Lee vs. Oliveira, UFC Fight Night: Assuncao vs. Moraes 2","Red, Blue","U-DEC, KO/TKO Punches, SUB Rear Naked Choke, KO/TKO Flying Knee",Men
Johny Hendricks,18.0,8.0,175.26,83.91,175.26,Southpaw,40.0,3.49,0.45,3.99,0.53,3.83,0.46,0.63,0.3,27.0,0.0,0.0,"UFC 217: Bisping vs. St-Pierre, UFC Fight Night: Lewis vs. Browne, UFC 207: Nunes vs. Rousey, UFC 200: Tate vs Nunes, UFC Fight Night: Hendricks vs Thompson, UFC 185: Pettis vs Dos Anjos, UFC 181: Hendricks vs Lawler II, UFC 171: Hendricks vs Lawler, UFC 154: St-Pierre vs Condit, UFC 133: Evans vs Ortiz 2, UFC Fight Night: Nogueira vs Davis, The Ultimate Fighter: Team GSP vs Team Koscheck Finale, UFC 117: Silva vs Sonnen, UFC 107: Penn vs Sanchez, UFC 101: Declaration","Blue, Red","U-DEC, KO/TKO Punch, S-DEC, KO/TKO Punches, M-DEC",Men
Jon Delos Reyes,8.0,5.0,167.64,56.7,170.18,Orthodox,36.0,2.99,0.38,4.14,0.51,3.2,0.83,0.55,1.9,,,,,,SUB Rear Naked Choke,
Jon Fitch,30.0,7.0,182.88,77.11,187.96,Orthodox,46.0,2.61,0.5,1.65,0.54,3.6,0.51,0.56,0.8,36.0,0.0,1.0,"UFC 156: Aldo vs Edgar, UFC 153: Silva vs Bonnar, UFC 141: Lesnar vs Overeem, UFC 117: Silva vs Sonnen, UFC 107: Penn vs Sanchez, UFC 100, UFC 94: St-Pierre vs Penn 2, UFC 82: Pride of a Champion, UFC 76: Knockout, UFC Fight Night: Stout vs Fisher, UFC 68: The Uprising, UFC 64: Unstoppable, UFC Fight Night 5, UFC Fight Night 4, UFC Fight Night 2","Blue, Red","U-DEC, S-DEC, SUB Rear Naked Choke, KO/TKO Kick",Men
